source,target,timestamp
51,62,31440
39,74,31440
9,10,31440
6,7,31440
35,37,31440
35,36,31440
34,49,31440
33,34,31440
29,30,31440
5,17,31440
59,64,31440
36,59,31440
6,8,31440
48,49,31440
3,4,31440
23,38,31440
27,33,31440
47,70,31460
53,54,31460
32,34,31460
32,48,31460
43,69,31460
39,40,31460
11,12,31460
20,21,31460
45,46,31460
9,10,31460
36,75,31460
33,34,31460
65,66,31460
8,12,31460
23,24,31460
63,76,31460
27,33,31460
47,70,31480
32,34,31480
32,61,31480
43,69,31480
16,56,31480
8,11,31480
21,22,31480
45,46,31480
9,10,31480
6,7,31480
34,49,31480
33,34,31480
59,61,31480
8,22,31480
6,8,31480
27,33,31480
47,70,31500
32,48,31500
32,61,31500
48,61,31500
73,77,31500
28,62,31500
6,7,31500
9,10,31500
35,36,31500
34,64,31500
61,64,31500
3,4,31500
52,53,31500
47,70,31520
3,80,31520
10,81,31520
15,16,31520
15,56,31520
16,56,31520
20,21,31520
9,10,31520
25,57,31520
59,64,31520
41,65,31520
78,79,31520
23,38,31520
47,70,31540
54,74,31540
21,87,31540
82,83,31540
82,84,31540
82,85,31540
25,57,31540
55,86,31540
48,61,31540
1,2,31560
1,17,31560
2,17,31560
47,70,31560
2,5,31560
2,17,31560
5,17,31560
88,89,31560
16,56,31560
15,16,31560
45,46,31560
7,8,31560
25,57,31560
29,30,31560
1,2,31580
47,70,31580
2,5,31580
95,96,31580
88,91,31580
58,82,31580
25,57,31580
55,86,31580
29,30,31580
88,90,31580
92,93,31580
94,95,31580
1,2,31600
1,17,31600
2,17,31600
47,70,31600
48,100,31600
92,98,31600
98,99,31600
97,98,31600
2,80,31600
2,5,31600
2,17,31600
5,17,31600
101,102,31600
8,21,31600
6,21,31600
25,57,31600
41,65,31600
52,53,31600
12,63,31600
47,70,31620
48,100,31620
101,102,31620
16,56,31620
25,57,31620
65,66,31620
83,103,31620
97,104,31620
86,105,31620
94,110,31640
94,96,31640
47,70,31640
54,108,31640
105,108,31640
1,17,31640
2,5,31640
2,17,31640
5,17,31640
39,40,31640
101,102,31640
29,109,31640
30,109,31640
107,112,31640
106,107,31640
16,56,31640
39,74,31640
25,57,31640
73,111,31640
52,53,31640
1,2,31660
1,17,31660
2,17,31660
47,70,31660
48,61,31660
48,100,31660
61,100,31660
77,113,31660
2,5,31660
2,17,31660
5,17,31660
7,114,31660
114,117,31660
6,114,31660
16,56,31660
39,107,31660
39,112,31660
107,112,31660
39,74,31660
39,112,31660
74,112,31660
61,91,31660
25,57,31660
55,86,31660
83,103,31660
29,30,31660
59,61,31660
73,111,31660
115,116,31660
95,117,31660
86,108,31660
1,17,31680
47,70,31680
77,113,31680
16,56,31680
25,57,31680
55,86,31680
83,103,31680
33,34,31680
5,17,31680
22,110,31680
118,119,31680
52,53,31680
48,61,31680
13,14,31680
47,70,31700
48,100,31700
120,121,31700
2,5,31700
2,17,31700
5,17,31700
1,2,31700
1,17,31700
2,17,31700
3,80,31700
77,113,31700
101,102,31700
110,122,31700
25,57,31700
55,86,31700
83,103,31700
22,110,31700
47,70,31720
48,100,31720
10,124,31720
10,121,31720
15,16,31720
6,11,31720
25,57,31720
10,125,31720
83,103,31720
22,110,31720
38,123,31720
86,108,31720
15,56,31720
47,70,31740
10,124,31740
124,125,31740
16,56,31740
24,126,31740
24,128,31740
126,128,31740
25,57,31740
55,86,31740
83,103,31740
129,130,31740
22,110,31740
24,126,31740
24,127,31740
126,127,31740
47,70,31760
61,100,31760
54,132,31760
81,135,31760
20,96,31760
133,134,31760
134,137,31760
25,57,31760
133,135,31760
136,137,31760
10,125,31760
24,131,31760
83,103,31760
55,86,31760
22,110,31760
29,30,31780
47,70,31780
54,132,31780
10,124,31780
3,80,31780
133,140,31780
16,56,31780
107,112,31780
25,57,31780
83,103,31780
55,86,31780
41,65,31780
22,110,31780
123,138,31780
73,111,31780
141,142,31780
52,53,31780
23,139,31780
105,108,31800
47,70,31800
118,148,31800
121,129,31800
81,147,31800
3,80,31800
131,143,31800
16,56,31800
15,16,31800
136,146,31800
25,57,31800
83,103,31800
38,138,31800
38,144,31800
138,144,31800
118,119,31800
115,116,31800
52,53,31800
120,145,31800
47,70,31820
81,147,31820
30,109,31820
128,149,31820
136,146,31820
25,57,31820
83,103,31820
65,66,31820
38,144,31820
29,113,31820
29,30,31820
38,138,31820
73,111,31820
120,145,31820
127,149,31820
47,70,31840
52,54,31840
15,16,31840
128,149,31840
25,57,31840
83,103,31840
24,144,31840
41,65,31840
52,53,31840
120,145,31840
15,56,31840
47,70,31860
16,56,31860
25,57,31860
83,103,31860
131,150,31860
73,111,31860
1,2,31880
1,17,31880
2,17,31880
47,70,31880
121,129,31880
2,5,31880
2,17,31880
5,17,31880
16,56,31880
11,21,31880
21,152,31880
25,57,31880
83,103,31880
29,30,31880
126,151,31880
24,144,31880
41,65,31880
127,150,31880
73,111,31880
47,70,31900
10,124,31900
121,124,31900
16,56,31900
128,131,31900
25,57,31900
83,103,31900
29,30,31900
126,151,31900
24,144,31900
120,145,31900
29,30,31920
47,70,31920
10,124,31920
77,113,31920
2,5,31920
1,2,31920
128,143,31920
25,57,31920
83,103,31920
118,119,31920
1,2,31940
1,17,31940
2,17,31940
47,70,31940
81,124,31940
50,64,31940
2,5,31940
2,17,31940
5,17,31940
10,81,31940
128,143,31940
131,143,31940
43,44,31940
25,31,31940
19,25,31940
83,103,31940
65,66,31940
55,86,31940
154,155,31940
29,30,31940
73,111,31940
141,142,31940
78,153,31940
13,14,31940
52,154,31940
1,17,31960
47,69,31960
121,129,31960
43,69,31960
128,143,31960
16,56,31960
55,86,31960
83,103,31960
65,66,31960
19,31,31960
18,19,31960
5,17,31960
154,155,31960
118,119,31960
86,108,31960
52,86,31960
1,17,31980
124,157,31980
40,74,31980
128,143,31980
143,156,31980
16,56,31980
107,132,31980
141,158,31980
120,136,31980
136,146,31980
55,86,31980
83,103,31980
65,66,31980
24,144,31980
5,17,31980
141,142,31980
73,105,31980
111,113,31980
86,108,31980
105,106,31980
15,16,32000
52,74,32000
52,112,32000
1,2,32000
1,17,32000
2,17,32000
77,105,32000
77,108,32000
105,108,32000
2,5,32000
2,17,32000
5,17,32000
40,74,32000
3,80,32000
16,56,32000
29,109,32000
128,143,32000
55,86,32000
83,103,32000
65,66,32000
29,30,32000
24,144,32000
22,152,32000
141,142,32000
118,119,32000
120,145,32000
105,113,32000
40,52,32020
44,47,32020
1,17,32020
77,105,32020
44,69,32020
128,143,32020
107,109,32020
107,132,32020
109,132,32020
107,112,32020
16,56,32020
39,112,32020
128,156,32020
25,57,32020
55,108,32020
83,103,32020
29,30,32020
131,156,32020
5,17,32020
45,65,32020
120,145,32020
105,113,32020
1,17,32040
54,55,32040
54,108,32040
55,108,32040
54,86,32040
54,108,32040
86,108,32040
81,124,32040
81,157,32040
40,74,32040
40,52,32040
131,143,32040
143,144,32040
109,132,32040
29,109,32040
16,56,32040
45,46,32040
79,91,32040
25,57,32040
83,103,32040
29,30,32040
5,17,32040
126,138,32040
73,86,32040
120,145,32040
30,111,32040
1,2,32060
1,17,32060
2,17,32060
39,112,32060
13,160,32060
25,57,32060
65,66,32060
24,151,32060
29,109,32060
29,30,32060
131,144,32060
93,131,32060
58,75,32060
74,107,32060
90,159,32060
78,91,32060
33,34,32060
109,132,32060
35,83,32060
28,35,32060
5,17,32060
126,138,32060
24,138,32060
120,145,32060
13,67,32060
99,104,32060
77,113,32060
40,73,32060
61,91,32060
79,103,32060
61,62,32060
79,100,32060
10,124,32080
124,157,32080
39,112,32080
75,85,32080
32,83,32080
32,85,32080
83,85,32080
58,85,32080
29,30,32080
93,131,32080
131,150,32080
90,159,32080
90,161,32080
159,161,32080
90,99,32080
36,90,32080
30,111,32080
30,106,32080
33,34,32080
33,82,32080
34,82,32080
27,33,32080
27,82,32080
33,82,32080
47,69,32080
164,165,32080
109,132,32080
166,167,32080
35,64,32080
83,103,32080
83,88,32080
5,17,32080
1,17,32080
84,91,32080
24,138,32080
37,50,32080
120,145,32080
86,108,32080
98,99,32080
77,113,32080
50,161,32080
34,60,32080
34,82,32080
60,82,32080
9,129,32080
60,92,32080
79,97,32080
118,163,32080
73,113,32080
88,161,32080
149,162,32080
27,92,32080
121,124,32100
124,157,32100
59,89,32100
39,112,32100
45,46,32100
136,147,32100
25,57,32100
14,170,32100
65,66,32100
29,30,32100
29,111,32100
29,105,32100
54,55,32100
127,131,32100
58,83,32100
40,74,32100
52,74,32100
73,74,32100
14,169,32100
112,132,32100
33,103,32100
109,132,32100
35,37,32100
35,48,32100
83,88,32100
5,17,32100
1,17,32100
32,84,32100
84,91,32100
37,92,32100
120,145,32100
103,168,32100
86,108,32100
98,99,32100
32,93,32100
91,93,32100
50,161,32100
60,82,32100
34,82,32100
120,147,32100
140,147,32100
28,100,32100
67,68,32120
59,89,32120
32,85,32120
34,85,32120
85,103,32120
120,136,32120
136,146,32120
128,151,32120
32,58,32120
58,84,32120
169,173,32120
23,139,32120
52,111,32120
106,132,32120
33,34,32120
33,84,32120
36,172,32120
5,17,32120
1,17,32120
43,44,32120
73,86,32120
98,99,32120
53,54,32120
32,79,32120
50,171,32120
140,147,32120
79,103,32120
38,123,32120
36,100,32120
27,100,32120
28,100,32120
10,81,32120
167,175,32140
67,68,32140
68,72,32140
10,124,32140
124,157,32140
32,33,32140
32,60,32140
33,60,32140
32,93,32140
2,5,32140
2,17,32140
5,17,32140
1,2,32140
1,17,32140
2,17,32140
77,113,32140
126,143,32140
79,100,32140
46,65,32140
60,85,32140
118,166,32140
72,174,32140
120,136,32140
136,146,32140
27,34,32140
58,93,32140
58,84,32140
55,111,32140
78,83,32140
173,176,32140
27,79,32140
108,111,32140
10,124,32160
121,124,32160
124,157,32160
39,105,32160
33,85,32160
55,108,32160
55,111,32160
108,111,32160
65,66,32160
29,113,32160
24,144,32160
8,95,32160
173,176,32160
47,70,32160
32,33,32160
32,93,32160
33,93,32160
52,86,32160
121,129,32160
114,116,32160
109,113,32160
36,172,32160
5,17,32160
1,17,32160
103,171,32160
27,34,32160
36,103,32160
3,177,32160
72,169,32160
124,157,32180
32,33,32180
32,85,32180
33,85,32180
142,158,32180
55,108,32180
42,44,32180
29,30,32180
8,95,32180
173,176,32180
78,83,32180
167,175,32180
77,109,32180
168,172,32180
36,172,32180
27,83,32180
28,83,32180
5,17,32180
1,17,32180
110,122,32180
93,168,32180
93,178,32180
168,178,32180
79,168,32180
40,86,32180
86,108,32180
92,93,32180
34,171,32180
60,91,32180
92,103,32180
19,41,32180
10,124,32200
121,124,32200
124,157,32200
32,85,32200
29,30,32200
8,95,32200
74,105,32200
54,111,32200
78,83,32200
47,70,32200
106,109,32200
33,60,32200
40,52,32200
28,83,32200
5,17,32200
1,17,32200
43,44,32200
129,145,32200
110,122,32200
40,86,32200
86,108,32200
92,93,32200
92,103,32200
93,103,32200
92,93,32200
92,171,32200
93,171,32200
105,107,32200
30,73,32200
79,82,32200
1,17,32220
47,70,32220
54,55,32220
32,33,32220
9,121,32220
140,147,32220
9,81,32220
110,122,32220
10,124,32220
92,171,32220
142,158,32220
33,85,32220
9,147,32220
25,57,32220
29,30,32220
58,84,32220
78,83,32220
19,31,32220
5,17,32220
8,95,32220
79,178,32220
86,108,32220
1,2,32240
1,17,32240
2,17,32240
167,175,32240
40,52,32240
40,105,32240
52,105,32240
62,153,32240
142,158,32240
25,57,32240
55,108,32240
24,144,32240
5,17,32240
129,145,32240
15,179,32240
79,168,32240
15,56,32240
1,17,32260
32,60,32260
124,157,32260
140,147,32260
121,157,32260
58,82,32260
58,84,32260
82,84,32260
142,158,32260
128,162,32260
151,156,32260
29,30,32260
5,17,32260
73,111,32260
4,71,32260
79,168,32260
86,105,32260
86,108,32260
105,108,32260
47,70,32280
45,47,32280
32,58,32280
121,157,32280
81,157,32280
62,153,32280
34,171,32280
58,82,32280
142,158,32280
128,151,32280
55,106,32280
151,156,32280
150,151,32280
65,66,32280
24,144,32280
5,17,32280
1,17,32280
79,168,32280
86,105,32280
105,108,32280
47,70,32300
54,106,32300
54,105,32300
81,124,32300
121,130,32300
32,85,32300
81,147,32300
81,157,32300
140,146,32300
58,91,32300
142,158,32300
128,131,32300
55,106,32300
55,105,32300
65,66,32300
78,83,32300
58,60,32300
58,84,32300
24,144,32300
5,17,32300
1,17,32300
8,95,32300
76,87,32300
126,162,32300
126,156,32300
79,168,32300
1,17,32320
148,179,32320
124,157,32320
32,85,32320
143,180,32320
44,182,32320
142,158,32320
84,91,32320
65,66,32320
93,181,32320
29,30,32320
5,17,32320
76,87,32320
8,95,32320
79,168,32320
175,176,32320
27,78,32320
32,33,32340
32,85,32340
10,124,32340
124,157,32340
81,147,32340
110,122,32340
92,171,32340
60,82,32340
142,158,32340
43,44,32340
84,91,32340
93,181,32340
5,17,32340
1,17,32340
76,87,32340
129,145,32340
173,175,32340
15,56,32340
167,176,32360
54,55,32360
32,33,32360
124,157,32360
81,157,32360
62,153,32360
92,171,32360
84,91,32360
85,91,32360
60,82,32360
26,44,32360
58,85,32360
29,73,32360
93,181,32360
131,149,32360
103,172,32360
27,83,32360
4,71,32360
79,178,32360
15,56,32360
32,33,32380
81,147,32380
140,146,32380
143,151,32380
120,136,32380
29,73,32380
131,149,32380
5,17,32380
1,17,32380
93,181,32380
78,83,32380
79,178,32380
15,56,32380
47,70,32400
45,47,32400
121,124,32400
1,2,32400
1,17,32400
2,17,32400
51,89,32400
143,150,32400
38,143,32400
20,96,32400
82,85,32400
26,43,32400
26,183,32400
43,183,32400
151,156,32400
103,172,32400
36,172,32400
19,31,32400
5,17,32400
129,145,32400
31,183,32400
79,178,32400
3,177,32400
1,177,32400
15,56,32400
32,33,32420
121,124,32420
46,65,32420
103,172,32420
36,172,32420
65,70,32420
31,183,32420
183,185,32420
57,183,32420
15,56,32420
164,184,32420
47,69,32440
47,65,32440
47,182,32440
26,189,32440
43,69,32440
165,187,32440
165,188,32440
62,75,32440
46,182,32440
26,44,32440
186,187,32440
103,172,32440
36,172,32440
141,158,32440
163,179,32440
15,56,32440
26,47,32460
80,188,32460
188,190,32460
65,69,32460
20,96,32460
141,158,32460
26,43,32460
26,44,32460
25,31,32460
75,153,32460
103,172,32460
36,172,32460
164,193,32460
19,31,32460
173,175,32460
184,191,32460
175,192,32460
23,139,32460
15,56,32460
66,189,32480
140,147,32480
10,81,32480
20,96,32480
142,158,32480
141,158,32480
26,43,32480
4,187,32480
65,66,32480
118,166,32480
36,172,32480
19,31,32480
45,65,32480
164,193,32480
173,175,32480
184,191,32480
120,145,32480
1,2,32500
1,165,32500
1,5,32500
140,147,32500
190,194,32500
2,3,32500
2,177,32500
3,177,32500
81,147,32500
165,177,32500
93,171,32500
142,158,32500
141,158,32500
157,195,32500
55,86,32500
36,172,32500
38,162,32500
19,31,32500
164,193,32500
173,175,32500
184,191,32500
15,56,32500
124,157,32520
43,69,32520
11,152,32520
92,171,32520
93,171,32520
55,86,32520
36,172,32520
131,162,32520
1,5,32520
1,17,32520
5,17,32520
120,129,32520
15,56,32520
121,124,32540
121,157,32540
124,157,32540
43,69,32540
187,190,32540
3,190,32540
2,80,32540
2,188,32540
80,188,32540
128,143,32540
17,165,32540
3,188,32540
20,96,32540
84,91,32540
136,147,32540
55,86,32540
65,66,32540
131,162,32540
5,17,32540
1,17,32540
36,172,32540
150,151,32540
123,150,32540
127,150,32540
9,120,32540
177,184,32540
79,168,32540
68,148,32560
121,124,32560
121,157,32560
124,157,32560
2,80,32560
2,188,32560
11,152,32560
196,197,32560
65,66,32560
150,151,32560
131,144,32560
131,143,32560
131,162,32560
143,162,32560
127,150,32560
135,142,32560
20,95,32560
23,139,32560
20,96,32560
78,83,32560
177,194,32560
1,165,32560
36,172,32560
5,17,32560
1,17,32560
79,168,32560
128,143,32560
9,120,32560
124,157,32580
121,157,32580
121,129,32580
2,80,32580
128,131,32580
128,143,32580
128,162,32580
131,143,32580
131,162,32580
143,162,32580
46,182,32580
26,183,32580
187,198,32580
135,142,32580
36,172,32580
9,120,32580
24,144,32580
5,17,32580
1,17,32580
141,147,32580
174,199,32580
149,162,32580
127,150,32580
141,142,32580
177,184,32580
23,139,32580
15,56,32580
1,17,32600
1,165,32600
17,165,32600
124,157,32600
121,157,32600
128,131,32600
128,143,32600
131,143,32600
142,158,32600
26,41,32600
187,198,32600
135,142,32600
36,172,32600
141,147,32600
9,120,32600
5,17,32600
127,150,32600
71,191,32600
76,95,32600
23,139,32600
15,56,32600
47,57,32620
124,157,32620
81,147,32620
2,164,32620
1,165,32620
110,122,32620
62,153,32620
92,171,32620
20,96,32620
46,70,32620
142,158,32620
43,44,32620
136,147,32620
133,142,32620
9,120,32620
172,178,32620
36,172,32620
78,83,32620
5,17,32620
1,17,32620
123,150,32620
92,93,32620
23,139,32620
79,168,32620
69,189,32640
81,147,32640
81,141,32640
26,69,32640
19,69,32640
131,143,32640
2,164,32640
20,96,32640
46,70,32640
142,158,32640
9,120,32640
66,182,32640
182,185,32640
172,178,32640
103,172,32640
36,172,32640
19,31,32640
5,17,32640
71,191,32640
86,108,32640
15,56,32640
188,200,32660
121,157,32660
26,189,32660
23,143,32660
143,151,32660
143,197,32660
17,165,32660
20,96,32660
58,91,32660
66,182,32660
128,131,32660
142,158,32660
36,172,32660
5,17,32660
9,120,32660
123,150,32660
127,150,32660
120,145,32660
23,139,32660
26,47,32680
47,189,32680
31,189,32680
26,31,32680
26,69,32680
31,69,32680
81,125,32680
128,143,32680
131,143,32680
143,196,32680
121,157,32680
182,185,32680
58,91,32680
26,185,32680
9,120,32680
125,145,32680
42,65,32680
103,172,32680
36,172,32680
5,17,32680
41,185,32680
23,139,32680
32,33,32700
121,157,32700
81,157,32700
5,17,32700
5,165,32700
17,165,32700
138,143,32700
20,96,32700
70,182,32700
85,91,32700
128,131,32700
58,91,32700
172,178,32700
103,172,32700
23,139,32700
47,189,32720
124,157,32720
10,81,32720
10,125,32720
81,125,32720
133,140,32720
5,165,32720
20,96,32720
58,91,32720
84,91,32720
156,197,32720
43,44,32720
46,65,32720
150,151,32720
172,178,32720
201,202,32720
126,156,32720
76,95,32720
5,184,32720
45,70,32720
1,194,32720
15,56,32720
13,148,32740
124,157,32740
2,164,32740
1,2,32740
126,197,32740
42,46,32740
42,65,32740
46,65,32740
85,91,32740
25,189,32740
93,181,32740
58,91,32740
20,96,32740
167,175,32740
45,70,32740
121,157,32740
133,140,32740
187,190,32740
36,172,32740
65,189,32740
43,44,32740
47,189,32740
81,147,32740
79,178,32740
10,81,32740
5,191,32740
15,56,32740
124,157,32760
2,164,32760
46,47,32760
42,46,32760
85,91,32760
120,136,32760
54,55,32760
93,181,32760
58,91,32760
165,193,32760
201,203,32760
74,112,32760
20,96,32760
190,194,32760
45,70,32760
121,157,32760
69,182,32760
164,165,32760
187,190,32760
47,65,32760
110,122,32760
126,156,32760
81,141,32760
1,5,32760
81,157,32760
62,153,32760
5,184,32760
10,81,32760
167,175,32780
167,176,32780
121,124,32780
124,125,32780
124,157,32780
42,69,32780
19,69,32780
46,69,32780
190,194,32780
182,189,32780
2,164,32780
110,122,32780
20,96,32780
58,91,32780
85,91,32780
43,44,32780
120,136,32780
19,182,32780
70,182,32780
46,65,32780
36,172,32780
93,181,32780
142,158,32780
120,145,32780
205,206,32800
167,175,32800
1,164,32800
121,124,32800
124,125,32800
124,157,32800
42,69,32800
46,69,32800
190,194,32800
204,205,32800
2,164,32800
58,91,32800
65,66,32800
19,70,32800
36,172,32800
120,145,32800
74,112,32800
5,164,32800
79,168,32800
105,106,32800
188,200,32820
167,175,32820
167,176,32820
124,125,32820
124,157,32820
69,189,32820
81,141,32820
81,158,32820
42,69,32820
143,196,32820
77,113,32820
23,197,32820
147,158,32820
58,91,32820
85,91,32820
43,44,32820
34,181,32820
141,147,32820
19,66,32820
19,65,32820
19,70,32820
103,172,32820
36,172,32820
173,175,32820
14,199,32820
120,145,32820
164,200,32840
47,70,32840
167,175,32840
56,148,32840
56,68,32840
206,208,32840
81,158,32840
10,124,32840
23,139,32840
23,197,32840
139,197,32840
58,91,32840
141,147,32840
19,70,32840
4,17,32840
201,207,32840
14,199,32840
120,145,32840
164,200,32860
206,208,32860
70,182,32860
81,121,32860
81,157,32860
121,157,32860
81,147,32860
187,190,32860
204,205,32860
98,99,32860
110,122,32860
23,197,32860
58,91,32860
85,91,32860
141,147,32860
131,138,32860
202,207,32860
14,199,32860
120,145,32860
23,139,32860
105,106,32860
167,175,32880
10,124,32880
69,182,32880
81,133,32880
141,158,32880
58,91,32880
85,91,32880
120,136,32880
19,66,32880
29,30,32880
19,57,32880
19,70,32880
57,70,32880
9,120,32880
202,207,32880
201,209,32880
73,111,32880
5,184,32880
10,124,32900
140,210,32900
46,189,32900
147,158,32900
136,140,32900
18,25,32900
19,66,32900
65,66,32900
29,109,32900
29,30,32900
58,91,32900
202,207,32900
201,209,32900
14,199,32900
23,139,32900
57,70,32900
167,175,32900
19,70,32900
52,53,32900
211,212,32900
187,190,32900
86,108,32900
128,162,32900
9,120,32900
18,25,32920
54,132,32920
201,213,32920
213,214,32920
32,33,32920
47,182,32920
140,142,32920
187,190,32920
10,124,32920
107,112,32920
23,197,32920
58,91,32920
147,158,32920
65,182,32920
46,182,32920
177,187,32920
141,147,32920
19,66,32920
19,70,32920
14,199,32920
23,139,32920
79,168,32920
67,163,32920
86,105,32920
15,56,32940
167,175,32940
32,33,32940
121,124,32940
124,157,32940
187,190,32940
190,194,32940
19,189,32940
46,65,32940
58,91,32940
85,91,32940
118,166,32940
19,25,32940
19,70,32940
19,41,32940
150,156,32940
126,150,32940
14,199,32940
23,139,32940
5,184,32940
57,70,32940
213,221,32960
121,124,32960
124,157,32960
31,189,32960
187,190,32960
216,217,32960
216,218,32960
216,219,32960
217,218,32960
217,219,32960
218,219,32960
21,116,32960
58,91,32960
215,220,32960
201,215,32960
25,42,32960
36,172,32960
126,127,32960
126,150,32960
127,150,32960
209,221,32960
86,108,32960
15,56,32960
124,157,32980
2,164,32980
46,182,32980
85,91,32980
136,147,32980
19,25,32980
18,25,32980
65,66,32980
29,108,32980
29,73,32980
127,150,32980
142,147,32980
141,142,32980
209,221,32980
201,222,32980
201,216,32980
31,57,32980
167,175,32980
47,70,32980
204,205,32980
216,218,32980
216,219,32980
218,219,32980
222,223,32980
187,190,32980
172,178,32980
79,168,32980
73,86,32980
93,171,32980
120,137,32980
81,137,32980
10,81,32980
5,191,32980
15,56,32980
124,157,33000
151,197,33000
85,91,33000
19,25,33000
29,55,33000
31,66,33000
66,69,33000
65,66,33000
209,217,33000
201,216,33000
167,175,33000
204,205,33000
214,223,33000
216,223,33000
187,190,33000
220,224,33000
120,145,33000
79,168,33000
93,171,33000
216,218,33000
128,149,33000
62,153,33000
5,191,33000
15,56,33000
206,208,33020
208,212,33020
32,33,33020
124,157,33020
187,190,33020
214,216,33020
203,219,33020
201,219,33020
216,223,33020
150,197,33020
85,91,33020
9,120,33020
31,65,33020
31,66,33020
65,66,33020
29,106,33020
149,162,33020
202,207,33020
5,191,33020
218,222,33020
120,145,33020
206,208,33040
167,173,33040
213,219,33040
124,195,33040
121,124,33040
124,157,33040
32,33,33040
44,69,33040
190,194,33040
146,210,33040
142,210,33040
2,164,33040
216,219,33040
15,56,33040
9,129,33040
120,136,33040
125,195,33040
125,147,33040
31,66,33040
65,66,33040
133,142,33040
149,162,33040
141,142,33040
209,221,33040
218,222,33040
206,208,33060
213,221,33060
207,213,33060
43,47,33060
124,157,33060
148,179,33060
44,69,33060
2,164,33060
141,158,33060
31,43,33060
43,57,33060
9,120,33060
9,129,33060
18,183,33060
92,93,33060
23,139,33060
15,56,33060
213,221,33080
124,157,33080
98,99,33080
44,69,33080
214,216,33080
84,85,33080
31,43,33080
26,183,33080
25,57,33080
9,120,33080
42,44,33080
186,194,33080
120,129,33080
57,183,33080
92,93,33080
23,139,33080
57,69,33100
187,190,33100
190,194,33100
2,164,33100
214,216,33100
93,171,33100
31,43,33100
9,120,33100
9,129,33100
186,194,33100
6,63,33100
183,185,33100
220,222,33100
3,225,33100
23,139,33100
5,71,33100
31,57,33100
15,56,33100
10,124,33120
124,157,33120
2,71,33120
216,223,33120
84,91,33120
85,91,33120
31,43,33120
43,57,33120
25,26,33120
65,66,33120
183,185,33120
209,221,33120
216,220,33120
23,139,33120
208,212,33140
212,226,33140
10,124,33140
124,157,33140
121,157,33140
2,71,33140
187,190,33140
203,204,33140
214,220,33140
214,216,33140
92,171,33140
186,188,33140
84,91,33140
216,223,33140
43,57,33140
186,187,33140
120,136,33140
128,149,33140
29,30,33140
186,194,33140
19,41,33140
183,185,33140
218,222,33140
201,221,33140
217,224,33140
16,68,33160
124,157,33160
39,74,33160
65,66,33160
207,213,33160
209,221,33160
201,221,33160
183,185,33160
23,139,33160
